stock_id,stock_name,reason
0050,元大台灣50,受益人大會
1101,台泥,股東常會
1102,亞泥,股東常會
1104,環泥,股東常會
1215,卜蜂,股東常會
1216,統一,股東常會
1218,泰山,股東常會
1229,聯華,股東常會
1256,鮮活果汁-KY,股東常會
1304,台聚,股東常會
1305,華夏,股東常會
1308,亞聚,股東常會
1309,台達化,股東常會
1310,台苯,股東常會
1313,聯成,股東常會
1339,昭輝,股東常會
1402,遠東新,股東常會
1409,新纖,股東常會
1419,新紡,股東常會
1440,南紡,股東常會
1445,大宇,股東常會
1445,大宇,除息
1456,怡華,股東常會
1463,強盛新,股東常會
1465,偉全,股東常會
1472,三洋實業,股東常會
1473,台南,股東常會
1477,聚陽,股東常會
1477,聚陽,除息
1525,江申,股東常會
1528,恩德,股東常會
1530,亞崴,股東常會
1568,倉佑,股東常會
1582,信錦,股東常會
1583,程泰,股東常會
1589,永冠-KY,股東常會
1597,直得,股東常會
1598,岱宇,股東常會
1611,中電,股東常會
1611,中電,除息
1618,合機,股東常會
1626,艾美特-KY,股東常會
1707,葡萄王,股東常會
1711,永光,股東常會
1712,興農,股東常會
1714,和桐,股東常會
1720,生達,股東常會
1726,永記,股東常會
1730,花仙子,股東常會
1735,日勝化,股東常會
1762,中化生,股東常會
1776,展宇,股東常會
1789,神隆,股東常會
1817,凱撒衛,股東常會
1904,正隆,股東常會
1906,寶隆,股東常會
1909,榮成,股東常會
2012,春雨,股東常會
2013,中鋼構,股東常會
2015,豐興,股東常會
2015,豐興,除息
2017,官田鋼,股東常會
2020,美亞,股東常會
2022,聚亨,股東常會
2024,志聯,股東常會
2031,新光鋼,股東常會
2049,上銀,股東常會
2069,運錩,股東常會
2104,國際中橡,股東常會
2105,正新,股東常會
2106,建大,股東常會
2108,南帝,股東常會
2108,南帝,除息
2115,六暉-KY,股東常會
2201,裕隆,股東常會
2204,中華,股東常會
2211,長榮鋼,股東常會
2228,劍麟,股東常會
2231,為升,股東常會
2233,宇隆,股東常會
2302,麗正,股東常會
2303,聯電,股東常會
2305,全友,股東常會
2308,台達電,股東常會
2313,華通,股東常會
2317,鴻海,股東常會
2324,仁寶,股東常會
2324,仁寶,除息
2327,國巨,股東常會
2328,廣宇,股東常會
2329,華泰,股東常會
2331,精英,股東常會
2332,友訊,股東常會
2338,光罩,股東常會
2344,華邦電,股東常會
2347,聯強,股東常會
2351,順德,股東常會
2352,佳世達,股東常會
2353,宏碁,股東常會
2354,鴻準,股東常會
2356,英業達,股東常會
2357,華碩,股東常會
2362,藍天,股東常會
